,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
California,California,GPE,0.04087385,1.88005641,en,246.90000000,,-1,,,,,,
Los Angeles,Los Angeles,GPE,-0.07567507,2.94451016,en,166.90000000,,-1,,,,,,
Australia,Australia,GPE,0.10146760,0.58491877,en,87.20000000,,-1,,,,,,
Victoria,Victoria,GPE,0.00023360,0.71259230,en,48.70000000,,-1,,,,,,
B.C.,B.C.,GPE,0.05518252,1.21052886,en,46.40000000,,-1,,,,,,
Canada,Canada,GPE,0.25236892,3.65700203,en,44.30000000,4029456-0,6251999,X,60.10866900,-113.64257900,NORTH-AMERICA,Canada,NWN
Colorado,Colorado,GPE,0.29533763,1.14461809,en,40.90000000,,-1,,,,,,
Texas,Texas,GPE,-0.11670879,1.40514086,en,34.20000000,4059594-8,4736286,X,31.25044000,-99.25060900,NORTH-AMERICA,United States,CNA
U.S.,U.S.,GPE,0.18704965,3.39089298,en,33.10000000,,-1,,,,,,
LA,LA,GPE,0.03788595,1.27909117,en,32.60000000,,-1,,,,,,
LOS ANGELES,LOS ANGELES,GPE,0.06634236,1.23188028,en,29.60000000,,-1,,,,,,
Manitoba,Manitoba,GPE,-0.04662521,4.44645010,en,28.90000000,4100106-0,6065171,X,55.90000000,-97.89999900,NORTH-AMERICA,Canada,NEN
L.A.,L.A.,GPE,0.26475459,2.16841869,en,26.50000000,,-1,,,,,,
Los Angeles County,Los Angeles County,GPE,-0.04676185,1.93676058,en,25.40000000,,-1,,,,,,
Southern California,Southern California,LOC,-0.06993747,2.63661998,en,24.80000000,,-1,,,,,,
US,US,GPE,0.32852787,2.39924975,en,22.90000000,,-1,,,,,,
Oregon,Oregon,GPE,0.25039301,1.26680439,en,22.20000000,4043760-7,5744337,X,44.29999900,-120.50139000,NORTH-AMERICA,United States,WNA
Pacific Palisades,Pacific Palisades,GPE,-0.13634776,1.41653143,en,21.70000000,,-1,,,,,,
Spain,Spain,GPE,0.38799566,3.87478425,en,20.00000000,4055964-6,2510769,X,40.00000000,-4.00000000,EUROPE-AFRICA,Spain,MED
Alberta,Alberta,GPE,0.25621945,3.52498733,en,19.80000000,4001049-1,5883102,X,52.28332900,-117.46899900,NORTH-AMERICA,Canada,NWN
Calif.,Calif.,GPE,0.21154105,1.35248136,en,19.00000000,,-1,,,,,,
Perth,Perth,GPE,0.08154416,0.39172204,en,17.20000000,,-1,,,,,,
Namibia,Namibia,GPE,0.28858204,0.62621124,en,17.20000000,4075202-1,3355338,X,-22.00000000,17.00000000,AFRICA,Namibia,WSAF
Earth,Earth,LOC,0.22936751,1.17469082,en,16.30000000,,-1,,,,,,
Altadena,Altadena,GPE,-0.02424101,1.35833157,en,15.90000000,,-1,,,,,,
Newfoundland,Newfoundland,GPE,0.32067029,1.53316772,en,15.30000000,,-1,,,,,,
Melbourne,Melbourne,GPE,0.04022508,0.29125499,en,15.30000000,4038526-7,2158177,X,-37.81400000,144.96332000,OCEANIA,Australia,SAU
Maui,Maui,LOC,0.33562450,1.44719645,en,13.30000000,,-1,,,,,,
New South Wales,New South Wales,GPE,0.12790531,0.66652472,en,13.10000000,,-1,,,,,,
Washington,Washington,GPE,0.16664177,1.08994807,en,12.40000000,4118995-4,5815135,X,47.50012000,-120.50146900,NORTH-AMERICA,United States,WNA
Longwood,Longwood,GPE,0.02612994,0.33333333,en,11.80000000,,-1,,,,,,
Chile,Chile,GPE,-0.14332425,0.46982137,en,11.60000000,4009929-5,3895114,X,-30.00000000,-71.00000000,SOUTH-AMERICA,Chile,SWS
N.S.,N.S.,GPE,0.15135057,0.66257423,en,11.60000000,,-1,,,,,,
Alta.,Alta.,GPE,-0.27631744,0.98445253,en,11.10000000,,-1,,,,,,
Annapolis County,Annapolis County,GPE,0.27616617,1.18033534,en,11.10000000,,-1,,,,,,
Portugal,Portugal,GPE,0.15520006,2.66132360,en,10.60000000,4046843-4,2264397,X,39.50000000,-8.00000000,EUROPE-AFRICA,Portugal,MED
New Zealand,New Zealand,GPE,0.24094551,0.88157051,en,10.40000000,,-1,,,,,,
Jasper,Jasper,GPE,-0.47719504,1.39941941,en,10.10000000,,-1,,,,,,
the United States,the United States,GPE,0.12977608,2.23856048,en,10.10000000,,-1,,,,,,
UK,UK,GPE,0.07023882,1.29495671,en,10.00000000,,-1,,,,,,
New Brunswick,New Brunswick,GPE,0.30394348,1.16576370,en,9.90000000,,-1,,,,,,
Hawaii,Hawaii,GPE,0.23135296,1.92691792,en,9.30000000,4023877-5,5855797,X,20.75028000,-156.50028000,PACIFIC,,NPO
Florida,Florida,GPE,0.02025943,1.13523642,en,9.20000000,4017585-6,4155751,X,28.75054000,-82.50010000,NORTH-AMERICA,United States,ENA
the Long Lake,the Long Lake,LOC,0.14764045,0.68864232,en,8.90000000,,-1,,,,,,
Argentina,Argentina,GPE,0.11176471,0.29411765,en,8.50000000,,-1,,,,,,
Nova Scotia's,Nova Scotia's,GPE,0.16657516,0.70684967,en,8.50000000,,-1,,,,,,
Nova Scotia,Nova Scotia,GPE,0.06097742,0.71965241,en,8.50000000,4042713-4,6091530,X,45.49999900,-62.99864900,NORTH-AMERICA,Canada,ENA
Tasmania,Tasmania,GPE,-0.04683574,1.61512534,en,8.20000000,,-1,,,,,,
Patagonia,Patagonia,GPE,0.23094512,0.32926829,en,8.20000000,,-1,,,,,,
Saskatchewan,Saskatchewan,GPE,0.60109416,4.25947612,en,8.20000000,4105365-5,6141242,X,54.00000000,-106.90000000,NORTH-AMERICA,Canada,NWN
Europe,Europe,LOC,0.40193607,7.59792379,en,8.20000000,,-1,,,,,,
Labrador,Labrador,GPE,0.49972164,1.59081066,en,8.10000000,,-1,,,,,,
SYDNEY,SYDNEY,GPE,0.36902357,0.82205387,en,8.10000000,,-1,,,,,,
Annapolis Valley,Annapolis Valley,LOC,0.12860082,0.44238683,en,8.10000000,,-1,,,,,,
Sydney,Sydney,GPE,0.04184010,0.44634532,en,7.80000000,4058708-3,2147714,X,-33.86784900,151.20732000,OCEANIA,,EAU
America,America,GPE,0.07380444,1.41673280,en,7.80000000,,-1,,,,,,
Cypress County,Cypress County,GPE,-0.06849315,0.20547945,en,7.30000000,,-1,,,,,,
Adelaide,Adelaide,GPE,0.03445413,0.30967206,en,7.30000000,4079623-1,2078025,X,-34.92866000,138.59863000,OCEANIA,Australia,SAU
Vancouver Island,Vancouver Island,GPE,-0.01524932,1.92484706,en,7.10000000,,-1,,,,,,
Kelowna,Kelowna,GPE,0.18335529,0.58711023,en,6.90000000,4517568-8,5990579,X,49.88306900,-119.48568000,NORTH-AMERICA,Canada,WNA
Ontario,Ontario,GPE,0.61005318,4.55082262,en,6.60000000,4102089-3,6093943,X,49.25014000,-84.49983000,NORTH-AMERICA,Canada,ENA
Ont.,Ont.,GPE,0.01623932,0.45470085,en,6.50000000,,-1,,,,,,
New York,New York,GPE,0.52058179,2.71274266,en,6.40000000,,-1,,,,,,
east coast,east coast,LOC,-0.07812500,0.32031250,en,6.40000000,,-1,,,,,,
West Dalhousie,West Dalhousie,GPE,0.05726207,0.37863991,en,6.40000000,,-1,,,,,,
Greece,Greece,GPE,1.21260938,10.21372600,en,6.40000000,,-1,,,,,,
Sask,Sask,GPE,0.04513889,0.86271368,en,6.40000000,,-1,,,,,,
Western Australia's,Western Australia's,LOC,-0.05555556,0.45502646,en,6.30000000,,-1,,,,,,
Long Lake,Long Lake,LOC,0.11729277,0.89874780,en,6.30000000,,-1,,,,,,
Paradise,Paradise,LOC,-0.14969136,1.11596120,en,6.30000000,,-1,,,,,,
Conception Bay North,Conception Bay North,LOC,-0.60974666,1.54210044,en,6.20000000,,-1,,,,,,
Queensland,Queensland,GPE,0.20374599,0.48002374,en,6.20000000,4103475-2,2152274,X,-20.00000000,145.00000000,OCEANIA,Australia,NAU
Peachland,Peachland,GPE,-0.18403295,1.28531214,en,6.10000000,,-1,,,,,,
Idaho,Idaho,GPE,0.52948315,1.96588405,en,5.90000000,4026462-2,5596512,X,44.50019900,-114.25118000,NORTH-AMERICA,United States,WNA
Scotland,Scotland,GPE,-0.13407183,2.27456820,en,5.90000000,4053233-1,2638360,X,56.00000000,-4.00000000,EUROPE,United Kingdom,NEU
Denare Beach,Denare Beach,GPE,0.04367816,0.78998674,en,5.80000000,,-1,,,,,,
WASHINGTON,WASHINGTON,GPE,0.10495355,0.65558261,en,5.60000000,,-1,,,,,,
Chicago,Chicago,GPE,0.69967532,1.33522727,en,5.60000000,4009921-0,4887398,X,41.85002900,-87.65004900,NORTH-AMERICA,United States,ENA
British Columbia,British Columbia,GPE,0.10796794,1.91932849,en,5.50000000,4069670-4,5909050,X,53.99983000,-125.00320000,NORTH-AMERICA,Canada,NWN
Bamfield,Bamfield,GPE,0.15868687,0.75676768,en,5.50000000,4517714-4,5892444,X,48.83290900,-125.13608900,NORTH-AMERICA,,WNA
NSW,NSW,GPE,-0.01818182,0.15252525,en,5.50000000,,-1,,,,,,
Port Alberni,Port Alberni,GPE,0.16489669,1.06500918,en,5.50000000,,-1,,,,,,
South Australia's,South Australia's,GPE,-0.08359053,0.47505144,en,5.40000000,,-1,,,,,,
Ompah,Ompah,GPE,0.05555556,0.44444444,en,5.40000000,,-1,,,,,,
Lake George,Lake George,LOC,0.08361921,0.27401372,en,5.30000000,,-1,,,,,,
Calgary,Calgary,GPE,-0.00230907,0.67805031,en,5.30000000,4085122-9,5913490,X,51.05000000,-114.08527700,NORTH-AMERICA,Canada,NWN
North America,North America,LOC,0.08264551,1.57229792,en,4.90000000,,-1,,,,,,
Boulder,Boulder,GPE,0.31124132,0.67916667,en,4.80000000,,-1,,,,,,
Ottawa,Ottawa,GPE,0.12405303,0.38573232,en,4.80000000,4122012-2,6094817,X,45.41111100,-75.69805500,NORTH-AMERICA,Canada,ENA
Wisconsin,Wisconsin,GPE,-0.08942618,2.69151930,en,4.70000000,4119135-3,5279468,X,44.50023900,-90.10000000,NORTH-AMERICA,United States,CNA
South Australia,South Australia,GPE,0.21183300,0.39542161,en,4.60000000,,-1,,,,,,
Otways,Otways,GPE,-0.00380435,0.26014493,en,4.60000000,,-1,,,,,,
Madagascar,Madagascar,GPE,0.10062112,0.34099379,en,4.60000000,4074425-5,1062947,X,-20.00000000,47.00000000,AFRICA,Madagascar,MDG
Mono County,Mono County,GPE,-0.05554183,0.38339921,en,4.60000000,,-1,,,,,,
Northeast,Northeast,LOC,0.09409859,0.85385924,en,4.60000000,,-1,,,,,,
China,China,GPE,0.30746352,0.75619529,en,4.50000000,4009937-4,1814991,X,35.00000000,105.00000000,ASIA,China,EAS
Tuolumne County,Tuolumne County,GPE,0.03611111,0.52407407,en,4.50000000,,-1,,,,,,
Kings County,Kings County,GPE,0.09259259,0.61111111,en,4.50000000,,-1,,,,,,
Midwest,Midwest,LOC,-0.86739268,4.79829545,en,4.40000000,,-1,,,,,,
The Long Lake,The Long Lake,LOC,-0.01136364,1.04545455,en,4.40000000,,-1,,,,,,
Okanagan,Okanagan,GPE,-0.17849661,0.96019858,en,4.40000000,,-1,,,,,,
Utah,Utah,GPE,0.81553030,2.33446970,en,4.40000000,4062214-9,5549030,X,39.25023900,-111.75103000,NORTH-AMERICA,United States,WNA
San Diego County,San Diego County,GPE,0.16058844,0.56404158,en,4.30000000,,-1,,,,,,
Denver,Denver,GPE,-0.01937984,0.49224806,en,4.30000000,,-1,,,,,,
London,London,GPE,0.38120155,1.60271957,en,4.30000000,4074335-4,2643743,X,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Rocky Mountain,Rocky Mountain,LOC,-0.23809524,0.42857143,en,4.20000000,,-1,,,,,,
Hollywood,Hollywood,GPE,0.29572511,2.03757215,en,4.20000000,,-1,,,,,,
New Brunswick's,New Brunswick's,GPE,0.17553585,0.49704361,en,4.10000000,,-1,,,,,,
India,India,GPE,-0.03366477,0.36434659,en,4.00000000,,-1,,,,,,
Americas,Americas,GPE,0.03751353,0.61899351,en,4.00000000,,-1,,,,,,
Lancaster County,Lancaster County,GPE,-0.18437500,0.87187500,en,4.00000000,,-1,,,,,,
Colombia,Colombia,GPE,0.09533985,0.28398453,en,3.90000000,4031812-6,3686110,X,4.00000000,-72.00000000,SOUTH-AMERICA,Colombia,NWS
Malibu,Malibu,GPE,0.22948718,1.07051282,en,3.90000000,,-1,,,,,,
the Pacific Northwest,the Pacific Northwest,LOC,-0.23801170,1.23307749,en,3.80000000,,-1,,,,,,
Connecticut,Connecticut,GPE,0.37719298,0.79824561,en,3.80000000,4010487-4,4831725,X,41.66704000,-72.66648000,NORTH-AMERICA,United States,ENA
Nevada,Nevada,GPE,-0.51351351,0.86936937,en,3.70000000,4041996-4,5509151,X,39.25021000,-116.75118900,NORTH-AMERICA,United States,WNA
Lebanon,Lebanon,GPE,-0.18918919,0.89189189,en,3.70000000,,-1,,,,,,
Woodland Park,Woodland Park,LOC,0.09009009,0.55180180,en,3.70000000,,-1,,,,,,
Derby,Derby,GPE,0.15315315,0.70720721,en,3.70000000,4085413-9,2651347,X,52.92276900,-1.47663000,EUROPE,United Kingdom,NEU
Singapore,Singapore,GPE,0.23359073,0.50193050,en,3.70000000,4055089-8,1880251,X,1.36667000,103.79999900,ASIA,Singapore,SEA
Northern California,Northern California,LOC,0.33499571,1.87494637,en,3.70000000,,-1,,,,,,
the Smokehouse Creek,the Smokehouse Creek,LOC,-0.08490991,0.36081081,en,3.70000000,,-1,,,,,,
South Dakota,South Dakota,GPE,-0.12162162,0.41891892,en,3.70000000,4055657-8,5769223,X,44.50025900,-100.25069000,NORTH-AMERICA,United States,CNA
Pasadena,Pasadena,GPE,-0.24798175,1.46683047,en,3.70000000,,-1,,,,,,
L.A. County,L.A. County,GPE,0.17339417,0.71858547,en,3.70000000,,-1,,,,,,
Wyoming,Wyoming,GPE,0.21621622,0.43918919,en,3.70000000,4067130-6,5843591,X,43.39999900,-107.50090000,NORTH-AMERICA,United States,WNA
Pacific,Pacific,LOC,0.00450450,0.72297297,en,3.70000000,,-1,,,,,,
Arizona,Arizona,GPE,2.31448169,8.71762022,en,3.70000000,4002920-7,5551752,X,34.50030000,-111.50097900,NORTH-AMERICA,United States,WNA
Alaska,Alaska,GPE,0.24533170,1.10425880,en,3.70000000,4001016-8,5879092,X,64.80000000,-150.80000000,NORTH-AMERICA,United States,NWN
San Diego,San Diego,GPE,0.13178662,0.93600940,en,3.60000000,,-1,,,,,,
Africa,Africa,LOC,0.08752104,1.40940657,en,3.60000000,,-1,,,,,,
Ariz.,Ariz.,GPE,1.75310606,3.90068800,en,3.50000000,,-1,,,,,,
North Rim,North Rim,LOC,3.21615526,9.51430942,en,3.50000000,,-1,,,,,,
B.C,B.C,GPE,0.04880952,0.57976190,en,3.50000000,,-1,,,,,,
MADRID,MADRID,GPE,0.51815466,2.47809959,en,3.40000000,,-1,,,,,,
Minnesota,Minnesota,GPE,-0.88496308,7.02582920,en,3.40000000,4101012-7,5037779,X,46.25023900,-94.25055000,NORTH-AMERICA,United States,CNA
Leaf Rapids,Leaf Rapids,GPE,-0.17054739,0.85947712,en,3.40000000,,-1,,,,,,
Albania,Albania,GPE,-0.24607843,1.78235294,en,3.40000000,4001028-4,783754,X,41.00000000,20.00000000,EUROPE-AFRICA,Albania,MED
Moreton Island,Moreton Island,GPE,0.12605042,0.25210084,en,3.40000000,,-1,,,,,,
British Columbia's,British Columbia's,GPE,-0.17164157,0.65980392,en,3.40000000,,-1,,,,,,
the Western United States,the Western United States,LOC,0.12282913,0.53819220,en,3.40000000,,-1,,,,,,
Newcastle,Newcastle,GPE,-0.29411765,0.32352941,en,3.40000000,,-1,,,,,,
Toronto,Toronto,GPE,-0.55745957,5.63215147,en,3.40000000,4060459-7,6167865,X,43.70011000,-79.41630000,NORTH-AMERICA,Canada,ENA
Gaza,Gaza,GPE,0.01388889,0.30718954,en,3.40000000,,-1,,,,,,
Ukraine,Ukraine,GPE,0.01212121,1.07213805,en,3.30000000,4061496-7,690791,X,49.00000000,32.00000000,EUROPE,Ukraine,WCE
Eaton,Eaton,GPE,0.16168631,0.77160494,en,3.30000000,,-1,,,,,,
Californias,Californias,GPE,0.13749508,0.59161419,en,3.30000000,,-1,,,,,,
United States,United States,GPE,0.61216713,2.70103688,en,3.30000000,,-1,,,,,,
Miramichi,Miramichi,GPE,0.16382576,0.45928030,en,3.20000000,,-1,,,,,,
West,West,LOC,-0.00759210,1.58258196,en,3.20000000,,-1,,,,,,
CALGARY,CALGARY,GPE,0.23924731,0.81182796,en,3.10000000,,-1,,,,,,
Rio Blanco County,Rio Blanco County,GPE,0.24193548,0.28494624,en,3.10000000,,-1,,,,,,
the Great Lakes,the Great Lakes,LOC,0.50000000,0.79166667,en,3.00000000,,-1,,,,,,
Northern Alberta,Northern Alberta,GPE,0.00000000,0.00000000,en,3.00000000,,-1,,,,,,
France,France,GPE,2.32466191,15.66219527,en,2.90000000,,-1,,,,,,
Western Australia,Western Australia,LOC,-0.09942529,0.52758621,en,2.90000000,,-1,,,,,,
Everglades,Everglades,GPE,0.10344828,1.00000000,en,2.90000000,,-1,,,,,,
Lynn Lake,Lynn Lake,GPE,0.46577381,1.49553571,en,2.80000000,,-1,,,,,,
Anahim Lake,Anahim Lake,LOC,0.08928571,0.31250000,en,2.80000000,,-1,,,,,,
Pacific Northwest,Pacific Northwest,LOC,0.00000000,0.16071429,en,2.80000000,,-1,,,,,,
N.Y.,N.Y.,GPE,-0.07305195,0.56006494,en,2.80000000,,-1,,,,,,
AUSTIN,AUSTIN,GPE,-0.20134605,0.64675325,en,2.80000000,,-1,,,,,,
Brazil,Brazil,GPE,0.28645833,0.87301587,en,2.80000000,4008003-1,3469034,X,-10.00000000,-55.00000000,SOUTH-AMERICA,Brazil,SAM
Winnipeg,Winnipeg,GPE,0.27636054,2.81082294,en,2.80000000,4119124-9,6183235,X,49.88439900,-97.14704000,NORTH-AMERICA,Canada,CNA
the Central Coast,the Central Coast,LOC,-0.05130854,0.36161944,en,2.80000000,,-1,,,,,,
Irvine,Irvine,GPE,-0.02232143,0.20089286,en,2.80000000,,-1,,,,,,
Etosha National Park,Etosha National Park,LOC,0.31349206,0.89682540,en,2.80000000,,-1,,,,,,
WINDHOEK,WINDHOEK,GPE,0.48214286,0.75000000,en,2.80000000,,-1,,,,,,
the South Rim,the South Rim,LOC,0.23908730,0.59027778,en,2.80000000,,-1,,,,,,
the East Coast,the East Coast,LOC,0.21056548,0.61235119,en,2.80000000,,-1,,,,,,
Aceh,Aceh,GPE,0.00000000,0.17857143,en,2.80000000,,-1,,,,,,
Pinery,Pinery,LOC,0.10119048,0.26785714,en,2.80000000,,-1,,,,,,
Flin Flon,Flin Flon,GPE,0.26875000,0.54107143,en,2.80000000,,-1,,,,,,
Hobart,Hobart,GPE,0.03571429,0.32142857,en,2.80000000,,-1,,,,,,
Flagstaff,Flagstaff,GPE,-0.14732143,0.31696429,en,2.80000000,,-1,,,,,,
Riau,Riau,GPE,0.02976190,0.24206349,en,2.80000000,,-1,,,,,,
Turkey,Turkey,GPE,0.61389791,9.17595599,en,2.80000000,4061163-2,298795,X,39.05901000,34.91154900,EUROPE-AFRICA,Turkey,MED
Bernalillo County,Bernalillo County,GPE,0.08928571,0.08928571,en,2.80000000,,-1,,,,,,
Western Cape,Western Cape,LOC,0.04166667,0.06547619,en,2.80000000,,-1,,,,,,
South Africa's,South Africa's,GPE,0.04166667,0.06547619,en,2.80000000,,-1,,,,,,
Vail,Vail,GPE,0.20923521,0.64454064,en,2.70000000,,-1,,,,,,
LA County,LA County,GPE,0.25575196,1.80312383,en,2.70000000,,-1,,,,,,
North Frontenac,North Frontenac,GPE,0.03703704,0.51851852,en,2.70000000,,-1,,,,,,
the County of Kings,the County of Kings,GPE,-0.16203704,0.30092593,en,2.70000000,,-1,,,,,,
TUOLUMNE COUNTY,TUOLUMNE COUNTY,GPE,0.00000000,0.00000000,en,2.70000000,,-1,,,,,,
Larouco,Larouco,GPE,0.00000000,0.00000000,en,2.60000000,,-1,,,,,,
north shore,north shore,LOC,0.15384615,0.15384615,en,2.60000000,,-1,,,,,,
Northumberland County,Northumberland County,GPE,0.20104895,0.47785548,en,2.60000000,,-1,,,,,,
Knox Mountain,Knox Mountain,LOC,0.07692308,0.30769231,en,2.60000000,,-1,,,,,,
Lac du Bonnet,Lac du Bonnet,GPE,-0.49951923,2.05721154,en,2.60000000,,-1,,,,,,
MELBOURNE,MELBOURNE,GPE,-0.03276353,0.06267806,en,2.60000000,,-1,,,,,,
HONOLULU,HONOLULU,GPE,0.74656593,1.24313187,en,2.60000000,,-1,,,,,,
Jakarta,Jakarta,GPE,0.08974359,0.67094017,en,2.60000000,4012546-4,1642911,X,-6.21462000,106.84512900,ASIA,Indonesia,SEA
Indonesia,Indonesia,GPE,0.24696970,1.35827506,en,2.60000000,4026761-1,1643084,X,-5.00000000,120.00000000,ASIA,Indonesia,SEA
Taman Perdana Heights,Taman Perdana Heights,GPE,0.13461538,0.21153846,en,2.60000000,,-1,,,,,,
Jefferson County,Jefferson County,GPE,0.21270396,0.53273116,en,2.60000000,,-1,,,,,,
Jurupa Valley,Jurupa Valley,LOC,0.09615385,0.12820513,en,2.60000000,,-1,,,,,,
Santa Ana,Santa Ana,GPE,1.66457709,7.76464646,en,2.60000000,,-1,,,,,,
Smokehouse Creek,Smokehouse Creek,LOC,0.01538462,0.62179487,en,2.60000000,,-1,,,,,,
BC,BC,GPE,-0.44860606,1.60464646,en,2.50000000,,-1,,,,,,
Montana,Montana,GPE,0.06125170,1.55224490,en,2.50000000,4040138-8,5667009,X,47.50000000,-109.75101900,NORTH-AMERICA,United States,WNA
Plains,Plains,LOC,0.49505397,3.29415238,en,2.50000000,,-1,,,,,,
